transaction_id,amount_paise,day,merchant_id,instrument_type
7475400,1420,2010-01-01,66541,DEBIT_CARD
7475401,11923,2010-01-01,87530,DEBIT_CARD
7475402,1061,2010-01-01,82981,DEBIT_CARD
7475403,5298,2010-01-01,39021,CREDIT_CARD
7475404,335,2010-01-01,44625,DEBIT_CARD
7475406,3905,2010-01-01,58215,DEBIT_CARD
7475407,679,2010-01-01,72351,DEBIT_CARD
7475410,10000,2010-01-01,27092,DEBIT_CARD
7475411,19622,2010-01-01,5009,DEBIT_CARD
7475412,383,2010-01-01,2177,CREDIT_CARD
7475413,187,2010-01-01,81833,CREDIT_CARD
7475414,663,2010-01-01,45926,DEBIT_CARD
7475415,830,2010-01-01,43293,DEBIT_CARD
7475416,275,2010-01-01,75781,DEBIT_CARD
7475417,407,2010-01-01,49789,DEBIT_CARD
7475419,231,2010-01-01,95811,CREDIT_CARD
7475420,21,2010-01-01,61195,DEBIT_CARD
7475421,39603,2010-01-01,73661,CREDIT_CARD
7475423,9102,2010-01-01,35451,CREDIT_CARD
7475424,368,2010-01-01,59397,DEBIT_CARD
7475425,3811,2010-01-01,17976,DEBIT_CARD
7475426,2597,2010-01-01,45389,DEBIT_CARD
7475427,6605,2010-01-01,39021,CREDIT_CARD
7475429,3302,2010-01-01,71416,DEBIT_CARD
7475431,233,2010-01-01,61195,DEBIT_CARD
7475432,5158,2010-01-01,98436,DEBIT_CARD
7475435,287,2010-01-01,61195,DEBIT_CARD
7475436,2763,2010-01-01,1903,CREDIT_CARD
7475437,7676,2010-01-01,59288,DEBIT_CARD
7475438,910,2010-01-01,75936,DEBIT_CARD
7475439,75,2010-01-01,99312,DEBIT_CARD
7475440,16000,2010-01-01,27092,CREDIT_CARD
7475441,2821,2010-01-01,20561,DEBIT_CARD
7475442,4486,2010-01-01,1238,DEBIT_CARD
7475443,5773,2010-01-01,68751,DEBIT_CARD
7475444,652,2010-01-01,75781,DEBIT_CARD
7475446,404,2010-01-01,10455,CREDIT_CARD
7475447,393,2010-01-01,61195,DEBIT_CARD
7475449,512,2010-01-01,95811,CREDIT_CARD
7475450,1915,2010-01-01,73365,DEBIT_CARD
7475452,5885,2010-01-01,88544,CREDIT_CARD
7475453,277,2010-01-01,61746,DEBIT_CARD
7475454,275,2010-01-01,47756,DEBIT_CARD
7475455,11537,2010-01-01,98648,CREDIT_CARD
7475456,7770,2010-01-01,60569,DEBIT_CARD
7475457,12087,2010-01-01,61195,CREDIT_CARD
7475458,2386,2010-01-01,45389,DEBIT_CARD
7475459,1118,2010-01-01,2205,DEBIT_CARD
7475461,392,2010-01-01,75936,DEBIT_CARD
7475462,2729,2010-01-01,73365,DEBIT_CARD
7475463,4089,2010-01-01,59350,DEBIT_CARD
7475464,1421,2010-01-01,44795,DEBIT_CARD
7475465,2447,2010-01-01,35001,CREDIT_CARD
7475466,2960,2010-01-01,54850,CREDIT_CARD
7475467,2277,2010-01-01,44919,DEBIT_CARD
7475468,5847,2010-01-01,80770,DEBIT_CARD
7475469,3709,2010-01-01,96712,DEBIT_CARD
7475470,1144,2010-01-01,46284,CREDIT_CARD
7475471,478,2010-01-01,50783,DEBIT_CARD
7475473,3523,2010-01-01,45188,DEBIT_CARD
7475474,10227,2010-01-01,51664,CREDIT_CARD
7475475,358,2010-01-01,75936,DEBIT_CARD
7475476,1436,2010-01-01,98374,DEBIT_CARD
7475477,17644,2010-01-01,1827,CREDIT_CARD
7475478,12000,2010-01-01,27092,DEBIT_CARD
7475479,439,2010-01-01,50783,DEBIT_CARD
7475480,672,2010-01-01,75781,DEBIT_CARD
7475481,1379,2010-01-01,56241,DEBIT_CARD
7475482,6350,2010-01-01,70766,CREDIT_CARD
7475483,5944,2010-01-01,55604,DEBIT_CARD
7475485,1589,2010-01-01,39261,CREDIT_CARD
7475486,9663,2010-01-01,20561,CREDIT_CARD
7475487,9313,2010-01-01,22014,DEBIT_CARD
7475489,162,2010-01-01,20519,DEBIT_CARD
7475490,2086,2010-01-01,41122,DEBIT_CARD
7475491,771,2010-01-01,50404,DEBIT_CARD
7475492,3319,2010-01-01,35001,DEBIT_CARD
7475493,10813,2010-01-01,98374,DEBIT_CARD
7475494,16634,2010-01-01,56276,CREDIT_CARD
7475495,1450,2010-01-01,45501,DEBIT_CARD
7475496,336,2010-01-01,98374,DEBIT_CARD
7475497,256,2010-01-01,59397,DEBIT_CARD
7475498,5579,2010-01-01,24823,DEBIT_CARD
7475499,17406,2010-01-01,68671,DEBIT_CARD
7475500,5498,2010-01-01,73186,DEBIT_CARD
7475501,2223,2010-01-01,16798,DEBIT_CARD
7475502,6000,2010-01-01,27092,CREDIT_CARD
7475505,6009,2010-01-01,20916,DEBIT_CARD
7475506,7476,2010-01-01,32175,DEBIT_CARD
7475507,2993,2010-01-01,95377,DEBIT_CARD
7475508,11942,2010-01-01,84708,CREDIT_CARD
7475509,4621,2010-01-01,15143,DEBIT_CARD
7475510,2638,2010-01-01,39021,DEBIT_CARD
7475511,6709,2010-01-01,40475,DEBIT_CARD
7475512,114,2010-01-01,14528,DEBIT_CARD
7475513,6985,2010-01-01,49286,DEBIT_CARD
7475514,873,2010-01-01,50783,DEBIT_CARD
7475515,10440,2010-01-01,32175,CREDIT_CARD
7475516,10410,2010-01-01,32175,CREDIT_CARD
7475517,7970,2010-01-01,60569,DEBIT_CARD
7475518,268,2010-01-01,59935,CREDIT_CARD
7475519,4605,2010-01-01,39021,DEBIT_CARD
7475520,18560,2010-01-01,80770,CREDIT_CARD
7475521,6000,2010-01-01,27092,DEBIT_CARD
7475522,6000,2010-01-01,27092,DEBIT_CARD
7475523,1178,2010-01-01,76199,DEBIT_CARD
7475524,443,2010-01-01,39021,CREDIT_CARD
7475525,1824,2010-01-01,715,CREDIT_CARD
7475526,14000,2010-01-01,27092,CREDIT_CARD
7475527,676,2010-01-01,50867,DEBIT_CARD
7475529,6725,2010-01-01,94050,DEBIT_CARD
7475531,4876,2010-01-01,76639,CREDIT_CARD
7475532,884,2010-01-01,41943,DEBIT_CARD
7475533,3653,2010-01-01,42465,CREDIT_CARD
7475534,4130,2010-01-01,17976,DEBIT_CARD
7475535,1671,2010-01-01,32175,DEBIT_CARD
7475538,683,2010-01-01,22938,CREDIT_CARD
7475539,402,2010-01-01,35451,DEBIT_CARD
7475540,18,2010-01-01,86438,CREDIT_CARD
7475542,198,2010-01-01,50783,CREDIT_CARD
7475543,6698,2010-01-01,21189,DEBIT_CARD
7475544,291,2010-01-01,25705,CREDIT_CARD
7475545,1616,2010-01-01,2124,CREDIT_CARD
7475546,4601,2010-01-01,39021,DEBIT_CARD
7475547,100,2010-01-01,86438,CREDIT_CARD
7475548,1191,2010-01-01,73840,CREDIT_CARD
7475551,11582,2010-01-01,26810,DEBIT_CARD
7475552,3446,2010-01-01,53187,DEBIT_CARD
7475555,140,2010-01-01,88374,DEBIT_CARD
7475556,9113,2010-01-01,20884,DEBIT_CARD
7475557,1667,2010-01-01,69956,DEBIT_CARD
7475559,1045,2010-01-01,50292,CREDIT_CARD
7475561,188,2010-01-01,19252,DEBIT_CARD
7475562,26247,2010-01-01,16041,DEBIT_CARD
7475563,340,2010-01-01,23098,DEBIT_CARD
7475564,298,2010-01-01,88646,DEBIT_CARD
7475565,1079,2010-01-01,27156,DEBIT_CARD
7475566,30048,2010-01-01,23008,DEBIT_CARD
7475568,329,2010-01-01,43293,DEBIT_CARD
7475569,984,2010-01-01,11264,DEBIT_CARD
7475570,4313,2010-01-01,11468,DEBIT_CARD
7475571,341,2010-01-01,89738,CREDIT_CARD
7475572,1281,2010-01-01,39021,CREDIT_CARD
7475573,9500,2010-01-01,59935,DEBIT_CARD
7475574,212,2010-01-01,75781,CREDIT_CARD
7475575,6037,2010-01-01,83743,DEBIT_CARD
7475576,4195,2010-01-01,40475,CREDIT_CARD
7475577,3692,2010-01-01,63909,DEBIT_CARD
7475578,1467,2010-01-01,50404,DEBIT_CARD
7475579,10000,2010-01-01,27092,CREDIT_CARD
7475580,398,2010-01-01,23492,DEBIT_CARD
7475582,333,2010-01-01,20519,DEBIT_CARD
7475584,3364,2010-01-01,3316,CREDIT_CARD
7475585,7805,2010-01-01,32175,CREDIT_CARD
7475586,968,2010-01-01,39021,DEBIT_CARD
7475588,6439,2010-01-01,43293,DEBIT_CARD
7475589,873,2010-01-01,50867,DEBIT_CARD
7475590,213,2010-01-01,22484,DEBIT_CARD
7475591,3590,2010-01-01,83070,CREDIT_CARD
7475592,2361,2010-01-01,39021,CREDIT_CARD
7475594,272,2010-01-01,88374,DEBIT_CARD
7475595,6600,2010-01-01,59935,DEBIT_CARD
7475596,154,2010-01-01,12547,CREDIT_CARD
7475598,1002,2010-01-01,50856,CREDIT_CARD
7475599,404,2010-01-01,35433,CREDIT_CARD
7475601,4228,2010-01-01,39021,DEBIT_CARD
7475602,11309,2010-01-01,71667,CREDIT_CARD
7475603,133,2010-01-01,59935,DEBIT_CARD
7475604,709,2010-01-01,19464,DEBIT_CARD
7475605,238,2010-01-01,53402,DEBIT_CARD
7475606,689,2010-01-01,44678,DEBIT_CARD
7475607,18929,2010-01-01,90999,DEBIT_CARD
7475608,14000,2010-01-01,27092,CREDIT_CARD
7475609,14468,2010-01-01,93195,DEBIT_CARD
7475610,133,2010-01-01,14528,DEBIT_CARD
7475611,2884,2010-01-01,15143,DEBIT_CARD
7475614,12166,2010-01-01,5495,DEBIT_CARD
7475615,169,2010-01-01,14528,DEBIT_CARD
7475619,1070,2010-01-01,569,CREDIT_CARD
7475620,666,2010-01-01,75781,CREDIT_CARD
7475621,2383,2010-01-01,52436,DEBIT_CARD
7475622,487,2010-01-01,69972,DEBIT_CARD
7475625,1170,2010-01-01,75781,CREDIT_CARD
7475627,658,2010-01-01,17493,DEBIT_CARD
7475628,735,2010-01-01,68671,CREDIT_CARD
7475630,267,2010-01-01,86058,DEBIT_CARD
7475633,12000,2010-01-01,27092,DEBIT_CARD
7475634,177,2010-01-01,49903,DEBIT_CARD
7475635,298,2010-01-01,59935,DEBIT_CARD
7475636,1826,2010-01-01,15143,DEBIT_CARD
7475637,490,2010-01-01,27907,DEBIT_CARD
7475638,3551,2010-01-01,13646,DEBIT_CARD
7475639,2422,2010-01-01,98552,DEBIT_CARD
7475640,104,2010-01-01,56979,DEBIT_CARD
7475641,2728,2010-01-01,39021,CREDIT_CARD
7475642,8600,2010-01-01,43293,DEBIT_CARD
7475643,3858,2010-01-01,15143,DEBIT_CARD
7475644,269,2010-01-01,20519,DEBIT_CARD
7475645,311,2010-01-01,79664,DEBIT_CARD
7475646,7759,2010-01-01,61195,DEBIT_CARD
7475648,10179,2010-01-01,30286,DEBIT_CARD
7475649,3553,2010-01-01,98374,CREDIT_CARD
7475651,3907,2010-01-01,31893,DEBIT_CARD
7475652,3633,2010-01-01,39021,DEBIT_CARD
7475654,4761,2010-01-01,39021,DEBIT_CARD
7475655,7941,2010-01-01,59935,DEBIT_CARD
7475658,413,2010-01-01,78454,DEBIT_CARD
7475659,10000,2010-01-01,27092,DEBIT_CARD
7475660,337,2010-01-01,50783,CREDIT_CARD
7475661,236,2010-01-01,50783,DEBIT_CARD
7475662,227,2010-01-01,44919,DEBIT_CARD
7475663,19091,2010-01-01,14914,CREDIT_CARD
7475664,386,2010-01-01,39021,DEBIT_CARD
7475665,8400,2010-01-01,61195,DEBIT_CARD
7475666,437,2010-01-01,91264,DEBIT_CARD
7475670,137,2010-01-01,61195,DEBIT_CARD
7475671,10000,2010-01-01,27092,DEBIT_CARD
7475673,2854,2010-01-01,75781,CREDIT_CARD
7475674,7607,2010-01-01,69956,DEBIT_CARD
7475676,1100,2010-01-01,78499,DEBIT_CARD
7475677,2384,2010-01-01,13646,DEBIT_CARD
7475679,1064,2010-01-01,20519,CREDIT_CARD
7475680,1235,2010-01-01,50783,DEBIT_CARD
7475681,6700,2010-01-01,59935,DEBIT_CARD
7475682,10682,2010-01-01,40538,CREDIT_CARD
7475683,350,2010-01-01,55250,DEBIT_CARD
7475684,10664,2010-01-01,88647,DEBIT_CARD
7475688,10000,2010-01-01,27092,CREDIT_CARD
7475689,179,2010-01-01,51755,DEBIT_CARD
7475691,4632,2010-01-01,59935,DEBIT_CARD
7475692,263,2010-01-01,75936,DEBIT_CARD
7475694,161,2010-01-01,14528,DEBIT_CARD
7475696,331,2010-01-01,28620,DEBIT_CARD
7475697,708,2010-01-01,59935,DEBIT_CARD
7475698,638,2010-01-01,50783,DEBIT_CARD
7475699,366,2010-01-01,85247,DEBIT_CARD
7475700,495,2010-01-01,14532,DEBIT_CARD
7475701,7400,2010-01-01,59935,DEBIT_CARD
7475704,2801,2010-01-01,36934,CREDIT_CARD
7475705,350,2010-01-01,75781,DEBIT_CARD
7475706,397,2010-01-01,50379,CREDIT_CARD
7475707,3468,2010-01-01,13646,DEBIT_CARD
7475709,10570,2010-01-01,61195,DEBIT_CARD
7475711,496,2010-01-01,17493,DEBIT_CARD
7475712,4040,2010-01-01,39021,CREDIT_CARD
7475714,1205,2010-01-01,59935,CREDIT_CARD
7475715,126,2010-01-01,14528,DEBIT_CARD
7475717,696,2010-01-01,25887,DEBIT_CARD
7475718,292,2010-01-01,20519,CREDIT_CARD
7475719,378,2010-01-01,23671,DEBIT_CARD
7475720,2344,2010-01-01,39021,DEBIT_CARD
7475721,252,2010-01-01,59935,DEBIT_CARD
7475722,646,2010-01-01,26810,DEBIT_CARD
7475723,1213,2010-01-01,78454,DEBIT_CARD
7475724,1778,2010-01-01,710,DEBIT_CARD
7475725,2613,2010-01-01,78821,DEBIT_CARD
7475726,25003,2010-01-01,69965,CREDIT_CARD
7475727,5200,2010-01-01,59935,DEBIT_CARD
7475728,302,2010-01-01,61195,CREDIT_CARD
7475729,168,2010-01-01,50783,DEBIT_CARD
7475731,72,2010-01-01,60569,CREDIT_CARD
7475732,203,2010-01-01,43293,DEBIT_CARD
7475733,1972,2010-01-01,59935,CREDIT_CARD
7475734,4663,2010-01-01,15143,DEBIT_CARD
7475735,243,2010-01-01,61195,DEBIT_CARD
7475736,5860,2010-01-01,61195,DEBIT_CARD
7475737,17853,2010-01-01,73186,CREDIT_CARD
7475739,10000,2010-01-01,27092,DEBIT_CARD
7475740,4268,2010-01-01,19964,DEBIT_CARD
7475743,1410,2010-01-01,53326,CREDIT_CARD
7475744,10379,2010-01-01,96529,DEBIT_CARD
7475745,9222,2010-01-01,35166,CREDIT_CARD
7475747,138,2010-01-01,72351,DEBIT_CARD
7475749,115361,2010-01-01,29742,DEBIT_CARD
7475750,12000,2010-01-01,27092,DEBIT_CARD
7475751,4625,2010-01-01,40616,DEBIT_CARD
7475752,1060,2010-01-01,20519,DEBIT_CARD
7475753,88,2010-01-01,59251,DEBIT_CARD
7475754,8946,2010-01-01,50783,CREDIT_CARD
7475755,341,2010-01-01,75781,DEBIT_CARD
7475756,6898,2010-01-01,71750,DEBIT_CARD
7475758,7866,2010-01-01,90865,CREDIT_CARD
7475759,1064,2010-01-01,34488,DEBIT_CARD
7475761,400,2010-01-01,78454,CREDIT_CARD
7475762,3425,2010-01-01,27601,DEBIT_CARD
7475763,3939,2010-01-01,96246,CREDIT_CARD
7475765,6000,2010-01-01,27092,CREDIT_CARD
7475766,4072,2010-01-01,59935,DEBIT_CARD
7475767,5739,2010-01-01,75781,CREDIT_CARD
7475768,343,2010-01-01,69972,DEBIT_CARD
7475770,828,2010-01-01,59935,DEBIT_CARD
7475771,6000,2010-01-01,27092,CREDIT_CARD
7475772,3850,2010-01-01,39021,DEBIT_CARD
7475774,236,2010-01-01,50783,CREDIT_CARD
7475776,690,2010-01-01,46284,DEBIT_CARD
7475777,2813,2010-01-01,18563,DEBIT_CARD
7475779,8673,2010-01-01,47370,CREDIT_CARD
7475780,845,2010-01-01,22204,CREDIT_CARD
7475781,172,2010-01-01,63765,DEBIT_CARD
7475782,5640,2010-01-01,9041,DEBIT_CARD
7475783,4946,2010-01-01,39021,CREDIT_CARD
7475784,3912,2010-01-01,20519,DEBIT_CARD
7475785,2239,2010-01-01,39021,DEBIT_CARD
7475786,216,2010-01-01,75781,DEBIT_CARD
7475787,610,2010-01-01,20763,CREDIT_CARD
7475789,9000,2010-01-01,61195,DEBIT_CARD
7475790,203,2010-01-01,30928,DEBIT_CARD
7475791,9400,2010-01-01,22204,DEBIT_CARD
7475793,537,2010-01-01,75781,CREDIT_CARD
7475794,460,2010-01-01,78854,CREDIT_CARD
7475795,3480,2010-01-01,48919,CREDIT_CARD
7475798,382,2010-01-01,22204,DEBIT_CARD
7475799,15600,2010-01-01,5970,CREDIT_CARD
7475801,5768,2010-01-01,96246,CREDIT_CARD
7475802,8000,2010-01-01,27092,DEBIT_CARD
7475803,261,2010-01-01,20884,DEBIT_CARD
7475804,16291,2010-01-01,73186,DEBIT_CARD
7475806,202,2010-01-01,35451,DEBIT_CARD
7475807,4872,2010-01-01,89949,DEBIT_CARD
7475808,2544,2010-01-01,9556,CREDIT_CARD
7475809,3637,2010-01-01,36385,DEBIT_CARD
7475810,4327,2010-01-01,41122,DEBIT_CARD
7475811,674,2010-01-01,7237,DEBIT_CARD
7475812,210,2010-01-01,26603,DEBIT_CARD
7475813,4518,2010-01-01,42858,DEBIT_CARD
7475814,233,2010-01-01,20519,DEBIT_CARD
7475815,6600,2010-01-01,59935,CREDIT_CARD
7475816,6400,2010-01-01,59935,DEBIT_CARD
7475818,4917,2010-01-01,27601,DEBIT_CARD
7475819,2150,2010-01-01,79038,CREDIT_CARD
7475820,4195,2010-01-01,60569,DEBIT_CARD
7475821,7890,2010-01-01,22204,DEBIT_CARD
7475822,2869,2010-01-01,18563,DEBIT_CARD
7475823,10007,2010-01-01,20561,CREDIT_CARD
7475824,576,2010-01-01,10210,DEBIT_CARD
7475825,422,2010-01-01,28395,DEBIT_CARD
7475827,217,2010-01-01,14528,DEBIT_CARD
7475828,8000,2010-01-01,27092,DEBIT_CARD
7475830,348,2010-01-01,35451,DEBIT_CARD
7475831,384,2010-01-01,22204,DEBIT_CARD
7475832,765,2010-01-01,46284,DEBIT_CARD
7475833,2208,2010-01-01,39021,DEBIT_CARD
7475834,2402,2010-01-01,5030,CREDIT_CARD
7475835,251,2010-01-01,50783,DEBIT_CARD
7475836,2952,2010-01-01,18563,DEBIT_CARD
7475838,845,2010-01-01,75781,DEBIT_CARD
7475839,5463,2010-01-01,39021,CREDIT_CARD
7475840,199,2010-01-01,40041,DEBIT_CARD
7475841,7285,2010-01-01,73661,CREDIT_CARD
7475842,524,2010-01-01,30928,DEBIT_CARD
7475843,239,2010-01-01,75781,CREDIT_CARD
7475844,942,2010-01-01,61195,DEBIT_CARD
7475845,1964,2010-01-01,83070,CREDIT_CARD
7475847,803,2010-01-01,99695,DEBIT_CARD
7475848,145,2010-01-01,14528,CREDIT_CARD
7475849,131,2010-01-01,67296,CREDIT_CARD
7475850,48,2010-01-01,59935,CREDIT_CARD
7475851,1603,2010-01-01,85247,CREDIT_CARD
7475852,7814,2010-01-01,50867,DEBIT_CARD
7475854,14943,2010-01-01,73186,CREDIT_CARD
7475856,172,2010-01-01,14528,DEBIT_CARD
7475859,677,2010-01-01,50783,CREDIT_CARD
7475860,323,2010-01-01,59935,DEBIT_CARD
7475861,10392,2010-01-01,81833,CREDIT_CARD
7475862,4515,2010-01-01,39021,DEBIT_CARD
7475863,9458,2010-01-01,59935,CREDIT_CARD
7475864,535,2010-01-01,93508,DEBIT_CARD
7475865,2482,2010-01-01,16798,DEBIT_CARD
7475867,3963,2010-01-01,83434,DEBIT_CARD
7475868,178,2010-01-01,17493,DEBIT_CARD
7475869,6000,2010-01-01,27092,DEBIT_CARD
7475870,4164,2010-01-01,69410,CREDIT_CARD
7475871,18000,2010-01-01,27092,CREDIT_CARD
7475872,3366,2010-01-01,39021,DEBIT_CARD
7475874,1899,2010-01-01,12614,DEBIT_CARD
7475875,4257,2010-01-01,73186,DEBIT_CARD
7475877,1022,2010-01-01,25887,DEBIT_CARD
7475878,860,2010-01-01,43293,CREDIT_CARD
7475879,6000,2010-01-01,27092,DEBIT_CARD
7475880,224,2010-01-01,21842,DEBIT_CARD
7475881,3754,2010-01-01,89462,DEBIT_CARD
7475882,7200,2010-01-01,59935,CREDIT_CARD
7475884,10329,2010-01-01,30286,CREDIT_CARD
7475885,464,2010-01-01,69972,DEBIT_CARD
7475886,1751,2010-01-01,39021,DEBIT_CARD
7475887,150,2010-01-01,20986,CREDIT_CARD
7475888,169,2010-01-01,94761,DEBIT_CARD
7475889,4426,2010-01-01,89462,DEBIT_CARD
7475890,3278,2010-01-01,39021,DEBIT_CARD
7475892,7300,2010-01-01,50867,DEBIT_CARD
7475893,7152,2010-01-01,61195,DEBIT_CARD
7475895,7092,2010-01-01,27601,CREDIT_CARD
7475896,14000,2010-01-01,27092,DEBIT_CARD
7475897,120,2010-01-01,12322,DEBIT_CARD
7475898,2395,2010-01-01,59935,CREDIT_CARD
7475900,1140,2010-01-01,50783,DEBIT_CARD
7475902,560,2010-01-01,25887,DEBIT_CARD
7475903,336,2010-01-01,28395,DEBIT_CARD
7475904,347,2010-01-01,88998,DEBIT_CARD
7475907,93,2010-01-01,72351,DEBIT_CARD
7475909,119,2010-01-01,86438,CREDIT_CARD
7475910,14000,2010-01-01,27092,CREDIT_CARD
7475911,442,2010-01-01,75781,CREDIT_CARD
7475912,2426,2010-01-01,91514,DEBIT_CARD
7475913,204,2010-01-01,20519,CREDIT_CARD
7475914,646,2010-01-01,72158,CREDIT_CARD
7475916,1082,2010-01-01,61195,DEBIT_CARD
7475918,11828,2010-01-01,59350,DEBIT_CARD
7475920,5212,2010-01-01,36934,CREDIT_CARD
7475921,2463,2010-01-01,39021,CREDIT_CARD
7475922,71,2010-01-01,14528,DEBIT_CARD
7475923,7800,2010-01-01,61195,DEBIT_CARD
7475926,7832,2010-01-01,60569,DEBIT_CARD
7475927,2198,2010-01-01,16798,DEBIT_CARD
7475929,254,2010-01-01,75936,DEBIT_CARD
7475930,9800,2010-01-01,43293,CREDIT_CARD
7475932,4413,2010-01-01,32175,CREDIT_CARD
7475933,338,2010-01-01,20519,CREDIT_CARD
7475934,82,2010-01-01,20519,DEBIT_CARD
7475935,10481,2010-01-01,9263,CREDIT_CARD
7475936,228,2010-01-01,55730,CREDIT_CARD
7475938,3228,2010-01-01,39021,DEBIT_CARD
7475939,9340,2010-01-01,51700,CREDIT_CARD
7475941,1187,2010-01-01,59935,DEBIT_CARD
7475940,5500,2010-01-01,59935,DEBIT_CARD
7475947,10961,2010-01-01,65795,CREDIT_CARD
7475951,623,2010-01-01,88998,DEBIT_CARD
7475952,376,2010-01-01,55900,CREDIT_CARD
7475953,349,2010-01-01,22938,DEBIT_CARD
7475954,5280,2010-01-01,13646,DEBIT_CARD
7475955,160,2010-01-01,19590,DEBIT_CARD
7475956,2000,2010-01-01,15143,CREDIT_CARD
7475957,176,2010-01-01,50783,DEBIT_CARD
7475959,7508,2010-01-01,61195,DEBIT_CARD
7475960,5100,2010-01-01,59935,DEBIT_CARD
7475961,3769,2010-01-01,60569,DEBIT_CARD
7475962,540,2010-01-01,57885,DEBIT_CARD
7475964,5512,2010-01-01,96246,CREDIT_CARD
7475965,285,2010-01-01,20192,DEBIT_CARD
7475970,615,2010-01-01,106,DEBIT_CARD
7475971,87,2010-01-01,86438,DEBIT_CARD
7475973,5447,2010-01-01,38958,DEBIT_CARD
7475974,415,2010-01-01,30928,DEBIT_CARD
7475975,450,2010-01-01,69972,DEBIT_CARD
7475977,759,2010-01-01,23866,CREDIT_CARD
7475978,4000,2010-01-01,27092,DEBIT_CARD
7475979,225,2010-01-01,27583,DEBIT_CARD
7475980,2240,2010-01-01,25408,DEBIT_CARD
7475981,23,2010-01-01,44578,DEBIT_CARD
7475983,3128,2010-01-01,39021,DEBIT_CARD
7475984,980,2010-01-01,13523,DEBIT_CARD
7475985,870,2010-01-01,26788,DEBIT_CARD
7475986,296,2010-01-01,91128,DEBIT_CARD
7475987,605,2010-01-01,50783,DEBIT_CARD
7475988,5504,2010-01-01,69410,DEBIT_CARD
7475989,95,2010-01-01,79463,DEBIT_CARD
7475991,133,2010-01-01,49789,DEBIT_CARD
7475992,1250,2010-01-01,43293,CREDIT_CARD
7475993,12000,2010-01-01,27092,DEBIT_CARD
7475994,4383,2010-01-01,39021,CREDIT_CARD
7475995,8691,2010-01-01,84773,DEBIT_CARD
7475998,2283,2010-01-01,79927,DEBIT_CARD
7475999,7579,2010-01-01,61195,CREDIT_CARD
7476001,472,2010-01-01,50783,DEBIT_CARD
7476002,2358,2010-01-01,59935,DEBIT_CARD
7476003,3286,2010-01-01,18563,DEBIT_CARD
7476004,9010,2010-01-01,38958,DEBIT_CARD
7476006,13883,2010-01-01,30286,CREDIT_CARD
7476007,443,2010-01-01,61195,DEBIT_CARD
